EU rejects German call to boycott British lamb .	NNP VBZ JJ NN TO VB JJ NN .
The fate of the girls is unknown , but there has been speculation they were sold into prostitution in Slovakia or the Czech Republic where Dutroux was a frequent visitor .	DT NN IN DT NNS VBZ JJ , CC EX VBZ VBN NN PRP VBD VBN IN NN IN NNP CC DT NNP NNP WRB NNP VBD DT JJ NN .
Belgian police have visited Bratislava and will visit Prague .	JJ NN VBP VBN NNP CC MD VB NNP .
Five other people have been arrested including Dutroux 's second wife Michelle Martin , charged as an accomplice .	CD JJ NNS VBP VBN VBN VBG NNP POS JJ NN NNP NNP , VBN IN DT NN .
The others have been charged with abduction and illegal imprisonment of children or are suspected of criminal association .	DT NNS VBP VBN VBN IN NN CC JJ NN IN NNS CC VBP VBN IN JJ NN .
Dutch police are also holding a 74-year old Dutchman in connection with the disappearance of An and Eefje , although a spokesman said no direct link had yet been established .	JJ NN VBP RB VBG DT JJ JJ NNP IN NN IN DT NN IN DT CC NNP , IN DT NN VBD DT JJ NN VBD RB VBN VBN .
At least part of the speculation in the Belgian media of high-level protection for Dutroux and his accomplices is based on leaked documents cataloguing a high degree of police bungling , incompetence and indifference .	IN JJS NN IN DT NN IN DT JJ NNS IN JJ NN IN NNP CC PRP$ NNS VBZ VBN IN VBN NNS VBG DT JJ NN IN NN VBG , NN CC NN .
Among the revelations are the fact that the gendarmerie was running a surveillance operation codenamed " Othello " against Dutroux in 1995 -- when both Julie and Melissa and An and Eefje were kidnapped .	IN DT NNS VBP DT NN IN DT NN VBD VBG DT NN NN VBD " NNP " IN NNP IN CD : WRB DT NNP CC NNP CC DT CC NNP VBD VBN .
They show that the gendarmes were aware that Dutroux was building cells in some of his houses for holding children , yet this information was either not passed on to other police forces searching for the missing girls or was overlooked when it was .	PRP VB IN DT NNS VBD JJ IN NNP VBD VBG NNS IN DT IN PRP$ NNS IN VBG NNS , CC DT NN VBD CC RB VBN IN TO JJ NN NNS VBG IN DT VBG NNS CC VBD VBN WRB PRP VBD .
They also show that police investigating a theft visited Dutroux late last year at the house where Julie and Melissa were being held but accepted his word that the children 's cries they could hear came from neighbours .	PRP RB VBP IN NNS VBG DT NN VBD NNP JJ JJ NN IN DT NN WRB NNP CC NNP VBD VBG VBN CC VBD PRP$ NN IN DT NNS POS NNS PRP MD VB VBD IN NNS .
Justice Minister Stefaan De Clerck has admitted that mistakes were made and ordered an inquiry at the same time as stressing there were no indications of a cover-up .	NNP NNP NNP NNP NNP VBZ VBN IN NNS VBD VBN CC VBD DT NN IN DT JJ NN IN VBG RB VBD DT NNS IN DT NN .
There is also widespread disbelief that no one appeared to question how Dutroux , an unemployed father of three with no visible means of support , managed to own six houses .	EX VBZ RB JJ NN IN DT NN VBD TO VB WRB NNP , DT JJ NN IN CD IN DT JJ NNS IN NN , VBD TO JJ CD NNS .
Death toll of Algeria bomb put at seven-newspaper .	NN NN IN NNP NN VBD IN NNP .
PARIS 1996-08-24	NNP CD
An Algerian newspaper on Saturday put at seven -- two women and five children -- the death toll of a bomb blast in a market west of Algiers on Friday .	DT JJ NN IN NNP VBD IN CD : CD NNS CC CD NNS : DT NN NN IN DT NN NN IN DT NN NN IN NNP IN NNP .
Algerian security forces said on Friday three women and two children were killed and five people wounded when a home-made bomb exploded at a market in the coastal town of Bou Haroun , 65 km ( 40 miles ) west of Algiers .	JJ NN NNS VBD IN NNP CD NNS CC CD NNS VBD VBN CC CD NNS VBN WRB DT JJ NN VBD IN DT NN IN DT JJ NN IN NNP NNP , CD NN ( CD NNS ) NN IN NNP .
The security forces also said a man carrying an explosive device also died after it went off prematurely .	DT NN NNS RB VBD DT NN VBG DT JJ NN RB VBD IN PRP VBD RP RB .
El-Watan paper said the blast killed seven -- a mother and her 25-year-old daughter , four young boys and a five-year-old girl .	JJ NN VBD DT NN VBD CD : DT NN CC PRP$ JJ NN , CD JJ NNS CC DT JJ NN .
Several people were also wounded , it said .	JJ NNS VBD RB VBN , PRP VBD .
The explosion was the latest in series of bomb attacks in Algeria 's four-year-old civil strife .	DT NN VBD DT JJS IN NN IN NN NNS IN NNP POS JJ JJ NN .
The government-appointed watchdog , Human Rights National Observatory , was quoted this month by local newspapers as saying about 1,400 civilians have died in bomb attacks blamed on Moslem rebels in the past two years .	DT JJ NN , NNP NNP NNP NNP , VBD VBN DT NN IN JJ NNS IN VBG RB CD NNS VBP VBN IN NN NNS VBN IN NNP NNS IN DT JJ CD NNS .
An estimated 50,000 Algerians and more than 110 foreigners have been killed in violence pitting Moslem rebels against government forces since early 1992 , when the authorities cancelled a general election in which radical Islamists had taken a commanding lead .	DT VBN CD NNPS CC JJR IN CD NNS VBP VBN VBN IN NN VBG NNP NNS IN NN NNS IN JJ CD , WRB DT NNS VBD DT JJ NN IN WDT JJ NNS VBD VBN DT JJ NN .
Malta police seize cannabis among chilli sauce .	NNP NN VB NNS IN JJ NN .
VALLETTA 1996-08-24	NNP CD
Police in Malta said on Saturday they had seized 7.5 tonnes of cannabis concealed in a shipment of chilli sauce on its way from Singapore to Romania .	NN IN NNP VBD IN NNP PRP VBD VBN CD NNS IN NNS VBN IN DT NN IN NN NN IN PRP$ NN IN NNP TO NNP .
Police commissioner George Grech said the cannabis was found on Friday packed in 500 boxes hidden behind chilli sauce in a container that arrived at Malta Freeport a week ago .	NNS NN NNP NNP VBD DT NN VBD VBN IN NNP VBD IN CD NNS VBN IN JJ NN IN DT NN WDT VBD IN NNP NNP DT NN RB .
The container was on its way to Romania via the former Yugoslavia from Singapore and was the biggest drugs haul in Malta , police said .	DT NN VBD IN PRP$ NN TO NNP IN DT JJ NNP IN NNP CC VBD DT JJS NNS NN IN NNP , NNS VBD .
No street value was given for the cannabis .	DT NN NN VBD VBN IN DT NN .
Czech coach in fatal crash in Austria .	JJ NN IN JJ NN IN NNP .
VIENNA 1996-08-24	NNP CD
A Czech coach crashed and burst into flames on a southern Austrian motorway early on Saturday , killing one person and injuring 15 , police said .	DT JJ NN VBD CC VBD IN NNS IN DT JJ JJ NN RB IN NNP , VBG CD NN CC VBG CD , NNS VBD .
Austrian television said the coach , which was carrying 45 , was en route from the Czech Republic to Italy when the accident occurred near Steinberg , 200 km southwest of Vienna .	JJ NN VBD DT NN , WDT VBD VBG CD , VBD IN NN IN DT NNP NNP TO NNP WRB DT NN VBD IN NNP , CD NN RB IN NNP .
Most Spaniards back talks with Basque rebels--poll .	JJS NNP RB VBZ IN JJ NN .
MADRID 1996-08-24	NNP CD
Most Spaniards would support government talks with the illegal Basque separatist group ETA if the rebels renounced violence permanently , a survey published in daily El Mundo on Saturday said .	JJS NNS MD VB NN NNS IN DT JJ NNP JJ NN NNP IN DT NNS VBD NN RB , DT NN VBN IN JJ NNP NNP IN NNP VBD .
While 57 percent of the population supported negotiations with ETA ( Basque Homeland and Freedom ) , 30 percent opposed it , the survey by the state-controlled Centre for Sociological Studies ( CIS ) found .	IN CD NN IN DT NN VBD NNS IN NNP ( NNP NNP CC NNP ) , CD NN VBD PRP , DT NN IN DT JJ NNP IN NNP NNP ( NNP ) VBD .
But 80 percent said ETA had shown little interest in achieving peace in the Basque country when it offered a one-week truce in July while continuing to hold prison officer Jose Antonio Ortega Lara , kidnapped in January .	CC CD NN VBD NNP VBD VBN JJ NN IN VBG NN IN DT NNP NN WRB PRP VBD DT JJ NN IN NNP IN VBG TO VB NN NN NNP NNP NNP NNP , VBN IN NNP .
The problem of terrorism had neither worsened nor improved since the conservative Popular Party ( PP ) came to power in May , according to 56 percent of those questioned , while 22 percent said it had worsened .	DT NN IN NN VBD RB VBN CC VBD IN DT JJ NNP NNP ( NNP ) VBD TO NN IN NNP , VBG TO CD NN IN DT VBD , IN CD NN VBD PRP VBD VBN .
The survey questioned 2,496 people between July 17 and 21 and has a margin of error of plus or minus two percent .	DT NN VBD CD NNS IN NNP CD CC CD CC VBZ DT NN IN NN IN JJ CC CC CD NN .
Thirty killed as floods plunge Lahore into chaos .	CD VBD IN NNS NN NNP IN NN .
ISLAMABAD 1996-08-24	NNP CD
At least 30 people have been killed and about 100 injured in the flood-hit Pakistani city of Lahore , newspapers reported on Saturday .	IN JJS CD NNS VBP VBN VBN CC RB CD VBN IN DT JJ JJ NN IN NNP , NNS VBN IN NNP .
They said 461 mm ( 18 inches ) of rain had drenched the Punjab provincial capital in 36 hours , turning streets into rivers , knocking out power , water and telephone services , disrupting air and rail traffic , and sweeping away houses and cars .	PRP VBD CD NN ( CD NNS ) IN NN VBD VBN DT NNP JJ NN IN CD NNS , VBG NNS IN NNS , VBG RP NN , NN CC NN NNS , VBG NN CC NN NN , CC JJ RB NNS CC NNS .
Newspapers quoted witnesses as saying they had seen bodies floating in the streets .	NNS VBD NNS IN VBG PRP VBD VBN NNS VBG IN DT NNS .
Among the dead were five members of the religious Jamaat-i-Islami party who drowned while trying to remove books from a basement library .	IN DT JJ VBD CD NNS IN DT JJ JJ NN WP VBD IN VBG TO VB NNS IN DT NN NN .
They said thousands of people had been made homeless after a breach opened in the city canal , inundating residential areas .	PRP VBD NNS IN NNS VBD VBN VBN JJ IN DT NN VBD IN DT NN NN , VBG JJ NNS .
Army troops were called in to evacuate residents of low-lying areas to higher ground .	NN NNS VBD VBN RP TO VB NNS IN JJ NNS TO JJR NN .
Officials said the Ravi and Chenab rivers , which both flow through Punjab , were in high flood and emergency services backed by troops were on full alert .	NNS VBD DT NNS CC NNP NNS , WDT DT NN IN NNP , VBD IN JJ NN CC NN NNS VBN IN NNS VBD IN JJ JJ .
Internet Startup funded to develop Java software .	NNP NNP VBN TO VB NNP NN .
MOUNTAIN VIEW , Calif. 1996-08-25	NNP NNPS , NNP CD
A small team of engineers from Sun Microsystems Inc. 's JavaSoft unit said Sunday they have formed a new company , dubbed Internet Startup , to build Java infrastructure software .	DT JJ NN IN NNS IN NNP NNPS NNP POS NNP NN VBD NNP PRP VBP VBN DT JJ NN , VBD NN NNP , TO VB NNP NN NN .
The fledgling company , established in a ground-floor office here over the last two weeks , has received venture financing from Bessemer Venture Partners of Menlo Park , Calif ..	DT NN NN , VBN IN DT JJ NN RB IN DT JJ CD NNS , VBZ VBN NN NN IN NNP NNP NNP IN NNP NNP , NNP NNS
David Cowan , Internet Startup founder and acting chief executive , is a general partner of Bessemer .	NNP NNP , NNP NNP NN CC VBG JJ NN , VBZ DT JJ NN IN NNP .
The startup company 's acting chairman is Jim Bidzos , the president of RSA Data Security , a unit of Security Dynamics Technologies Inc. as well as chairman of VeriSign .	DT NN NN POS NN NN VBZ NNP NNP , DT NN IN NNP NNP NNP , DT NN IN NNP NNPS NNPS NNP RB RB IN NN IN NNP .
Internet Startup , which opened its doors with about half a dozen initial employees , combines experience at JavaSoft , Apple Computer Inc. , and Oracle Systems .	NNP NNP , WDT VBD PRP$ NNS IN RB PDT DT NN JJ NNS , VBZ NN IN NNP , NNP NNP NNP , CC NNP NNP .
" Java portends dramatic changes in the way we use the Internet , " said Hong Bui , vice president of engineering of the new company after serving as a senior engineer at JavaSoft .	" NNP VBZ JJ NNS IN DT NN PRP VBP DT NN , " VBD NNP NNP , NN NN IN NN IN DT JJ NN IN VBG IN DT JJ NN IN NNP .
Java is a computer programming language introduced by Sun Microsystems in mid-1995 which has immediately captured the attention of the industry for its ability to operate across virtually all computer system in a relatively secure manner .	NNP VBZ DT NN NN NN VBN IN NNP NNPS IN NN WDT VBZ RB VBD DT NN IN DT NN IN PRP$ NN TO VB IN RB DT NN NN IN DT RB VB NN .
Just last week , Sun Microsystems and the Silicon Valley venture capital giant Kleiner Perkins Caufield & Byers said they had completed financing of a $ 100 million fund managed by Kleiner Perkins to fund startups developing Java technologies .	RB JJ NN , NNP NNPS CC DT NNP NNP NN NN NN NNP NNP NNP CC NNPS VBD PRP VBD VBN VBG IN DT $ CD CD NN VBN IN NNP NNP TO VB NNS VBG NNP NNS .
Java has been licensed by nearly 50 organisations , ranging from Microsoft Corp. and International Business Machines Corp. to the Taiwan government .	NNP VBZ VBN VBN IN RB CD NNS , VBG IN NNP NNP CC NNP NNP NNPS NNP TO DT NNP NN .
Prasad Wagle , another former senior JavaSoft engineer who is among the founding engineers at Internet Startup , said the new company aims to build software infrastructure using Java to make networked applications ubiquitious .	NNP NNP , DT JJ JJ NNP NN WP VBZ IN DT VBG NNS IN NNP NNP , VBD DT JJ NN VBZ TO VB NN NN VBG NNP TO VB JJ NNS JJ .
One feature of the Java language is that small software programmes , known as " applets " because they are small applications , can be downloaded from the server computers at the centre of networks onto individual computers for use .	CD NN IN DT NNP NN VBZ DT JJ NN NNS , VBN IN " NNS " IN PRP VBP JJ NNS , MD VB VBN IN DT NN NNS IN DT NN IN NNS IN JJ NNS IN NN .
In this model , individual computer users can always gain access to the latest programmes and do not need to store more software than they are currently using on their computers at any one time , also saving costs of memory and storage .	IN DT NN , JJ NN NNS MD RB VB NN TO DT JJS NNS CC VBP RB VB TO VB JJR NN IN PRP VBP RB VBG IN PRP$ NNS IN DT CD NN , RB VBG NNS IN NN CC NN .
Chris Zuleeg , a veteran of Apple and a former JavaSoft marketing manager , is vice president of marketing at Internet Startup , whose Web site is www.internetstartup.com .	NNP NNP , DT NN IN NNP CC DT JJ NNP NN NN , VBZ NN NN IN NN IN NNP NNP , WP$ NNP NN VBZ NN .
Bessemer has funded numerous Internet pioneers , including PSI Net , VeriSign and Individual .	NNP VBZ VBN JJ NN NNS , VBG NNP NNP , NNP CC NNP .
GOLF - MICKELSON WINS FOURTH TITLE OF YEAR IN AKRON .	NN : NNP VBZ IN DT IN NN IN NNP .
AKRON , Ohio 1996-08-25	NNP , NNP CD
Phil Mickelson birdied two of the last three holes to win World Series of Golf by three strokes over Billy Mayfair on Sunday .	NNP NNP JJ CD IN DT JJ CD NNS TO VB NNP NNP IN NNP IN CD NNS IN NNP NNP IN NNP .
It was the fourth tournament title this year for Mickelson , who shot an even-par 70 , after being tied for the lead with Billy Mayfair with three holes to play .	PRP VBD DT JJ NN NN DT NN IN NNP , WP VBD DT JJ CD , IN VBG VBN IN DT NN IN NNP NNP IN CD NNS TO VB .
Along with Mayfiar at 277 for the tournament were Steve Stricker , who had a 68 , and Duffy Waldorf , with a 66 .	IN IN NNP IN CD IN DT NN VBD NNP NNP , WP VBD DT CD , CC NNP NNP , IN DT CD .
" It was very hard to sleep last night because there was so much I could accomplish with this win , " said Mickelson , who had a three-stroke lead entering the third round . "	" PRP VBD RB JJ TO VB JJ NN IN EX VBD RB RB PRP MD VB IN DT NN , " VBD NNP , WP VBD DT JJ NN VBG DT JJ NN . "
This was a win I wanted very , very much . "	DT VBD DT VBP PRP VBD RB , RB RB . "
Mickelson 's victory gave him a 10 year exemption to the PGA Tour .	NNP POS NN VBD PRP DT CD NN NN TO DT NNP NNP .
The $ 378,000 first place check brings Mickelson back to the top of the money list with $ 1,574,799 won this year .	DT $ CD JJ NN NN VBZ NNP RB TO DT NN IN DT NN NN IN $ CD VBD DT NN .
" This is a major championship golf course , and for me to perform well on this style of course is a big step up for me in my career and my performance in future majors , " he said .	" DT VBZ DT JJ NN NN NN , CC IN PRP TO VB RB IN DT NN IN NN VBZ DT JJ NN RP IN PRP IN PRP$ NN CC PRP$ NN IN JJ NNS , " PRP VBD .
Mickelson three-stroke lead was cut to two when Mayfair birdied the course 's only easy hole , the par five second hole , while Mickelson three-putted for par from 25 feet .	NNP JJ NN VBD VBN TO CD WRB NNP VBD DT NN POS JJ JJ NN , DT NN CD JJ NN , IN JJ NN IN NN IN CD NNS .
On the back nine Mickelson began driving erratically , and poor tee shots resulted in bogeys on the , eighth , 12th and 13th holes , bringing Mickelson back to four under par , tied with Mayfair , who had parred 14 straight holes after the birdie on no.2 .	IN DT JJ CD NNP VBD VBG RB , CC JJ NN NNS VBD IN NNS IN DT , JJ , JJ CC JJ NNS , VBG JJ NN TO CD IN NN , VBN IN NN , WP VBD VBN CD JJ NNS IN DT NN IN CD .
Mickelson then set up a tap in birdie on the 16th , sending a wedge shot to 18 inches .	NNP RB VBN RP DT NN IN NN IN DT JJ , VBG DT NN NN TO CD NNS .
He had another birdie on the 17th , where he his a 6-iron to six feet .	PRP VBD DT NN IN DT JJ , WRB PRP PRP$ DT JJ TO CD NNS .
